questions,attempted,n_kcs,mean_kc_depth,is_choice_type,D_raw,D_emp,D_stat,D_blend,P_L0,P_T,P_S,P_G,irt_discrimination,irt_difficulty_logit,irt_difficulty_unit
1840,201.0,1,5.0,0,0.6517412935323383,0.6112576967807675,0.5061856207239317,0.5976119726175421,0.20119401369122897,0.21035820410736866,0.27387633816300727,0.20119401369122897,,,
1841,181.0,1,5.0,0,0.0939226519337016,0.10491517904751056,0.5061856207239317,0.1619678484801771,0.41901607575991145,0.2757048227279734,0.1991944883108875,0.3,,,
1842,181.0,1,5.0,0,0.0331491712707182,0.050188810888306574,0.5061856207239317,0.1150224805331822,0.4424887597334089,0.28274662792002264,0.19114671094854557,0.3,,,
1843,181.0,1,5.0,0,0.0276243093922651,0.045213686510197124,0.5061856207239317,0.11075471981072812,0.4446226400946359,0.2833867920283908,0.19041509482469626,0.3,,,
1844,181.0,1,5.0,0,0.0386740331491712,0.05516393526641603,0.5061856207239317,0.11929024125563628,0.4403548793721819,0.28210646381165455,0.1918783270723948,0.3,,,
1845,620.0,1,6.0,0,0.0387096774193548,0.04388742341960879,0.5186864282834047,0.06580122364409166,0.46709938817795416,0.29012981645338626,0.1979345129624742,0.3,,,
1847,898.0,2,4.5,0,0.4832962138084632,0.4772199901836052,0.5166225788069198,0.4784937807641003,0.26075310961794984,0.22822593288538495,0.2428954068398165,0.26075310961794984,,,
1848,452.0,1,4.0,0,0.922566371681416,0.8921354893825204,0.49367707416767614,0.8673351730828414,0.06633241345857932,0.16989972403757378,0.29343838434158936,0.06633241345857932,,,
1849,753.0,1,5.0,1,0.0783532536520584,0.08161442559967609,0.34269061523233274,0.09161734474268976,0.4541913276286551,0.28625739828859653,0.1871344019558897,0.11354783190716378,,,
1850,804.0,1,5.0,0,0.072139303482587,0.07534945508319128,0.5061856207239317,0.09084715888321791,0.45457642055839104,0.2863729261675173,0.18700237009426593,0.3,,,
1851,763.0,1,5.0,0,0.2201834862385321,0.21978026946174917,0.5061856207239317,0.23061527644518606,0.38469236177740695,0.2654077085332221,0.21096261881917477,0.3,,,
1852,1058.0,1,4.0,0,0.3043478260869565,0.30249346102833913,0.49367707416767614,0.30776506800828407,0.34611746599585796,0.2538352397987574,0.20550593925844465,0.3,,,
1853,698.0,1,5.0,0,0.1203438395415472,0.12268516850772927,0.5061856207239317,0.13848875857158374,0.43075562071420814,0.27922668621426244,0.19516950146941436,0.3,,,
1854,745.0,1,5.0,0,0.2053691275167785,0.2053437267824178,0.5061856207239317,0.21698921945112154,0.3915053902744392,0.2674516170823317,0.20862672333447801,0.3,,,
1855,700.0,1,5.0,0,0.0971428571428571,0.10012215415076336,0.5061856207239317,0.11680969387294839,0.4415951530635258,0.28247854591905774,0.19145309037821975,0.3,,,
1856,486.0,1,5.0,0,0.5102880658436214,0.4981975315979241,0.5061856207239317,0.4986619553843199,0.25066902230784005,0.225200706692352,0.25691347806588344,0.25066902230784005,,,
1857,437.0,1,5.0,0,0.2585812356979405,0.25620995839945215,0.5061856207239317,0.2722683521247935,0.36386582393760325,0.259159747181281,0.21810314607853604,0.3,,,
1858,448.0,1,5.0,0,0.2611607142857143,0.2587349380097214,0.5061856207239317,0.2742653155859271,0.3628673422070364,0.2588602026621109,0.21844548267187322,0.3,,,
1860,618.0,1,4.0,0,0.4223300970873786,0.41549835578142574,0.49367707416767614,0.4191177408919003,0.2904411295540499,0.23713233886621496,0.22300421642587004,0.2904411295540499,,,
1861,451.0,1,4.0,0,0.2106430155210643,0.21037781526231342,0.49367707416767614,0.22804720770963333,0.3859763961451833,0.265792918843555,0.19297884692579953,0.3,,,
1863,634.0,1,6.0,0,0.1971608832807571,0.19738218805588625,0.5186864282834047,0.211898945897491,0.3940505270512545,0.26821515811537633,0.22506694709524835,0.3,,,
1865,615.0,1,4.0,0,0.1934959349593495,0.19383929289535373,0.49367707416767614,0.20778523621034545,0.3961073818948273,0.2688322145684482,0.18979482283305427,0.3,,,
1866,389.0,1,5.0,0,0.1516709511568123,0.1542492689206592,0.5061856207239317,0.17944757573234937,0.4102762121338253,0.27308286364014756,0.20219101298268852,0.3,,,
1867,403.0,1,5.0,0,0.1042183622828784,0.10895496687600384,0.5061856207239317,0.13647672118417437,0.4317616394079128,0.2795284918223738,0.19482458077442993,0.3,,,
1868,251.0,1,5.0,0,0.1354581673306772,0.1405459446071942,0.5061856207239317,0.17958220896129426,0.41020889551935286,0.27306266865580586,0.2022140929647933,0.3,,,
1869,422.0,1,5.0,0,0.1729857819905213,0.17440712893337018,0.5061856207239317,0.19642782529115083,0.40178608735442456,0.2705358262063274,0.20510191290705446,0.3,,,
1870,240.0,1,5.0,0,0.15,0.154184426879037,0.5061856207239317,0.19329567063958086,0.40335216468020957,0.27100564940406285,0.20456497210964245,0.3,,,
1871,252.0,1,5.0,0,0.1309523809523809,0.13635276098731478,0.5061856207239317,0.17569668223589108,0.41215165888205446,0.2736454976646163,0.20154800266900993,0.3,,,
1872,328.0,1,5.0,0,0.3384146341463415,0.33071250284065984,0.5061856207239317,0.3454169540599284,0.32729152297003583,0.24818745689101074,0.23064290641027346,0.3,,,
1873,447.0,1,5.0,0,0.2304250559284116,0.2293103875557808,0.5061856207239317,0.24672392423302297,0.3766380378834885,0.26299141136504656,0.21372410129708969,0.3,,,
1874,4208.0,2,5.5,0,0.2713878326996197,0.2710709439424195,0.5291049660386855,0.272897517954427,0.36355124102278646,0.2590653723068359,0.2273031282061477,0.3,,,
1875,6206.0,2,5.5,0,0.2252658717370287,0.22519883568720683,0.5291049660386855,0.2266608600474609,0.38666956997626956,0.26600087099288083,0.2190465821513323,0.3,,,
1876,526.0,1,4.0,0,0.0494296577946768,0.05510613734166597,0.49367707416767614,0.0787700368106953,0.46061498159465236,0.28818449447839567,0.16952100578453785,0.3,,,
1877,1054.0,2,4.0,0,0.1062618595825427,0.10808933984036277,0.5103726188499906,0.11922264091996501,0.4403886795400175,0.2821166038620052,0.17587784357313738,0.3,,,
1878,535.0,1,6.0,0,0.0990654205607476,0.10286117295234166,0.5186864282834047,0.12494039004956624,0.4375298049752169,0.28125894149256503,0.2089175010092052,0.3,,,
1879,539.0,1,6.0,0,0.0333951762523191,0.0395133291387292,0.5186864282834047,0.06477728867184036,0.4676113556640798,0.2902834066992239,0.19774435361048465,0.3,,,
1880,1055.0,1,4.0,0,0.0985781990521327,0.10054693115213918,0.49367707416767614,0.11141688902353653,0.44429155548823174,0.28328746664646953,0.1746512254179843,0.3,,,
1881,534.0,1,4.0,0,0.0692883895131086,0.07416597651362748,0.49367707416767614,0.09648039660160881,0.4517598016991956,0.28552794050975866,0.17230406232310996,0.3,,,
1883,1002.0,1,5.0,0,0.2465069860279441,0.2456829266032775,0.5061856207239317,0.253255679339343,0.3733721603303285,0.26201164809909855,0.2148438307438874,0.3,,,
1884,685.0,1,5.0,0,0.6948905109489051,0.680975817005035,0.5061856207239317,0.673641962615618,0.16317901869219098,0.1989537056076573,0.286910050734106,0.16317901869219098,,,
1886,736.0,1,4.0,0,0.0529891304347826,0.05699464416474818,0.49367707416767614,0.07409708920402733,0.4629514553979863,0.28888543661939586,0.16878668544634717,0.3,,,
1887,638.0,1,5.0,0,0.4059561128526646,0.3998297127485556,0.5061856207239317,0.40460617568158147,0.29769691215920924,0.23930907364776277,0.2407896301168426,0.29769691215920924,,,
1888,683.0,1,5.0,0,0.7935578330893118,0.776796516342176,0.5061856207239317,0.7654103636513662,0.11729481817431692,0.1851884454522951,0.3,0.11729481817431692,,,
1889,1009.0,1,6.0,0,0.3349851337958374,0.3324469883270647,0.5186864282834047,0.3378244505009725,0.3310877747495138,0.24932633242485414,0.24845311223589492,0.3,,,
1890,741.0,1,6.0,0,0.2456140350877192,0.24453081601649093,0.5186864282834047,0.2551983495677327,0.37240082521613366,0.2617202475648401,0.23310826491972178,0.3,,,
1891,1028.0,1,6.0,0,0.561284046692607,0.554473235676097,0.5186864282834047,0.5534584868842436,0.2232707565578782,0.21698122696736347,0.2884994332785024,0.2232707565578782,,,
1892,1256.0,1,5.0,0,0.4697452229299363,0.46558616848632417,0.5061856207239317,0.4665332785696276,0.26673336071518616,0.23002000821455584,0.2514057048976505,0.26673336071518616,,,
1893,3822.0,6,5.333333333333333,0,0.3547880690737833,0.35400519286531745,0.5927559391234585,0.3558646223533092,0.3220676888233454,0.2466203066470036,0.23889043346224975,0.3,,,
1894,659.0,1,5.0,0,0.5599393019726859,0.5494667908520613,0.5061856207239317,0.5475822696563517,0.22620886517182415,0.21786265955154724,0.26529981765537464,0.22620886517182415,,,
1895,872.0,1,5.0,0,0.3279816513761467,0.3252107073862664,0.5061856207239317,0.33122982867244155,0.3343850856637792,0.25031552569913373,0.22821082777241858,0.3,,,
1896,636.0,1,5.0,0,0.3396226415094339,0.3354999252874232,0.5061856207239317,0.34318847012690556,0.3284057649365472,0.24852172948096418,0.23026088059318384,0.3,,,
1897,618.0,1,5.0,0,0.1537216828478964,0.15531026800713107,0.5061856207239317,0.17155449729957556,0.41422275135021225,0.27426682540506364,0.2008379138227844,0.3,,,
1898,821.0,1,3.0,0,0.3239951278928136,0.3211509524239591,0.4811764383400034,0.3267922739016104,0.33660386304919476,0.2509811589147584,0.1895417534145158,0.3,,,
1899,580.0,2,4.0,1,0.0,0.006813251647582702,0.34647410252215766,0.023517883657807718,0.48824105817109614,0.2964723174513288,0.16083852457479839,0.12206026454277404,,,
1900,584.0,2,4.0,1,0.0,0.006768130775744406,0.34647410252215766,0.023366142424591965,0.488316928787704,0.2964950786363112,0.16081467952386444,0.122079232196926,,,
1901,392.0,1,5.0,0,0.1377551020408163,0.1409901723023049,0.5061856207239317,0.1669519340384395,0.4165240329807802,0.27495720989423406,0.20004890297801822,0.3,,,
1902,391.0,1,5.0,0,0.1969309462915601,0.19729428464367305,0.5061856207239317,0.21930554374677935,0.3903472281266103,0.26710416843798307,0.20902380749944793,0.3,,,
1903,776.0,2,5.0,0,0.5979381443298969,0.5880501896841075,0.5228673428502458,0.5856240291319786,0.20718798543401068,0.2121563956302032,0.2718212621369107,0.20718798543401068,,,
1904,401.0,1,5.0,0,0.1920199501246882,0.19260795959275445,0.5061856207239317,0.21443471094759275,0.3927826445262036,0.2678347933578611,0.20818880759101593,0.3,,,
1905,403.0,1,5.0,1,0.1861042183622828,0.18696915127316696,0.34269061523233274,0.19775816725186204,0.401120916374069,0.2703362749122207,0.20532997152889065,0.10028022909351725,,,
1906,397.0,1,5.0,1,0.4055415617128463,0.39589436687901586,0.34269061523233274,0.39215639837924887,0.30392180081037556,0.24117654024311266,0.23865538257929983,0.07598045020259389,,,
1907,395.0,1,5.0,0,0.1468354430379747,0.14960952045433643,0.5061856207239317,0.17477959812042548,0.4126102009397873,0.27378306028193616,0.20139078824921583,0.3,,,
1908,421.0,1,5.0,0,0.2209026128266033,0.2201540838742622,0.5061856207239317,0.23918057191304287,0.38040971404347856,0.26412291421304357,0.21243095518509308,0.3,,,
1909,693.0,1,4.0,0,0.0952380952380952,0.09830007151269232,0.49367707416767614,0.11470575627016051,0.4426471218649197,0.2827941365594759,0.1751680474138824,0.3,,,
1910,830.0,1,6.0,0,0.3012048192771084,0.29892700116299953,0.5186864282834047,0.3065930276904555,0.34670348615477226,0.25401104584643164,0.2426529908567989,0.3,,,
1911,413.0,1,5.0,0,0.2639225181598063,0.26117309697124624,0.5061856207239317,0.2777653672028051,0.36111731639859745,0.25833519491957924,0.21904549152048092,0.3,,,
1912,400.0,2,5.0,0,0.215,0.21449512140130864,0.5228673428502458,0.23600946243262982,0.38199526878368506,0.2645985806351055,0.2118873364170223,0.3,,,
1913,427.0,1,5.0,0,0.2903981264637002,0.28655022592516693,0.5061856207239317,0.30096830435834626,0.3495158478208269,0.25485475434624805,0.22302313789000222,0.3,,,
1914,980.0,1,6.0,0,0.3255102040816326,0.3230879509885496,0.5186864282834047,0.32889780674978286,0.33555109662510857,0.2506653289875325,0.24679530696781687,0.3,,,
1915,661.0,1,6.0,0,0.1664145234493192,0.16753003082019033,0.5186864282834047,0.18277560523972206,0.408612197380139,0.2725836592140417,0.21965832668737695,0.3,,,
1916,852.0,1,6.0,0,0.5093896713615024,0.5023944392070523,0.5186864282834047,0.5029485884953636,0.2485257057523182,0.22455771172569547,0.2791190235777104,0.2485257057523182,,,
1917,397.0,1,4.0,0,0.1183879093198992,0.1225130719149871,0.49367707416767614,0.148590168091991,0.4257049159540045,0.27771147478620134,0.18049274070017002,0.3,,,
1918,404.0,1,4.0,0,0.0519801980198019,0.05916969572771137,0.49367707416767614,0.08920476797010526,0.4553976160149474,0.2866192848044842,0.17116074925244515,0.3,,,
1919,778.0,2,4.0,0,0.1529562982005141,0.1542455526172301,0.5103726188499906,0.16746809220508013,0.4162659538974599,0.27487978616923797,0.1834592716322269,0.3,,,
1920,823.0,2,4.0,0,0.12636695018226,0.12821820995082991,0.5103726188499906,0.14165857603169138,0.4291707119841543,0.2787512135952463,0.17940349051926577,0.3,,,
1921,486.0,1,5.0,0,0.2818930041152263,0.2788299426651178,0.5061856207239317,0.2920482960406302,0.3539758519796849,0.2561927555939055,0.22149399360696517,0.3,,,
1922,503.0,1,5.0,0,0.5228628230616302,0.510684418716156,0.5061856207239317,0.5104312030693141,0.24478439846534294,0.22343531953960288,0.258931063383311,0.24478439846534294,,,
1923,463.0,1,2.0,0,0.3326133909287257,0.3273042463531048,0.4686993234175196,0.3359084092576331,0.33204579537118345,0.24961373861135505,0.17175965261883852,0.3,,,
1924,1945.0,1,5.0,1,0.0395886889460154,0.041266132818600317,0.34269061523233274,0.04584473255146713,0.4770776337242664,0.29312329011727994,0.17928766843739435,0.1192694084310666,,,
1925,599.0,4,4.0,0,0.0617696160267111,0.06637794990072637,0.5436573911486317,0.08914167523846431,0.45542916238076786,0.28662874871423033,0.17115083468033013,0.3,,,
1926,475.0,1,4.0,0,0.4294736842105263,0.42037969896676686,0.49367707416767614,0.4247339984836525,0.2876330007581738,0.2362899002274521,0.22388677119028824,0.2876330007581738,,,
1927,1987.0,1,5.0,0,0.163059889280322,0.1634718241098902,0.5061856207239317,0.1685692033356816,0.4157153983321592,0.27471461949964776,0.20032614914325972,0.3,,,
1928,2401.0,2,6.0,0,0.2361516034985422,0.23588928169704654,0.5353335123391134,0.23958460334215637,0.3802076983289218,0.26406230949867654,0.23020856919211477,0.3,,,
1929,2199.0,1,5.0,0,0.1755343337880855,0.17579447994076142,0.5061856207239317,0.18024119785170584,0.4098794010741471,0.27296382032224414,0.20232706248886387,0.3,,,
1930,305.0,1,4.0,0,0.180327868852459,0.18180907996476806,0.49367707416767614,0.2097375570575658,0.3951312214712171,0.2685393664413651,0.19010161610904608,0.3,,,
1931,281.0,1,5.0,0,0.3914590747330961,0.3790297375034871,0.5061856207239317,0.3912955783286104,0.3043522108356948,0.24130566325070846,0.2385078134277618,0.3,,,
1932,2130.0,1,6.0,0,0.14037558685446,0.14097113999467423,0.5186864282834047,0.14621718566535102,0.4268914071673245,0.2780674221501973,0.2128689059092795,0.3,,,
1933,2085.0,1,6.0,0,0.3232613908872901,0.3221320432249642,0.5186864282834047,0.32492004868678603,0.337539975656607,0.2512619926969821,0.24605658047040313,0.3,,,
1934,2076.0,1,3.0,0,0.4845857418111753,0.48191219035713245,0.4811764383400034,0.48190170955916767,0.25904914522041617,0.22771474356612487,0.21170024422273825,0.25904914522041617,,,
1935,1435.0,1,4.0,1,0.1916376306620209,0.19181302473439835,0.3315099770303773,0.19467371317731944,0.4026631434113403,0.27079894302340207,0.18773444064215022,0.10066578585283507,,,
1936,1182.0,1,6.0,1,0.1260575296108291,0.1273610241169298,0.35404862392808184,0.13297210332017612,0.43351394833991197,0.28005418450197356,0.21040910490231843,0.10837848708497799,,,
1937,1738.0,1,5.0,0,0.5051783659378596,0.5017565136453639,0.5061856207239317,0.50183166817724,0.24908416591138,0.22472524977341402,0.2574568574018126,0.24908416591138,,,
1938,151.0,1,6.0,0,0.1788079470198675,0.1818008829739744,0.5186864282834047,0.23763826617443248,0.38118086691278374,0.2643542600738351,0.22984710657525176,0.3,,,
1939,162.0,1,6.0,0,0.1790123456790123,0.1818019285085144,0.5186864282834047,0.234440131598341,0.3827799342008295,0.26483398026024885,0.2292531672968348,0.3,,,
1940,184.0,1,6.0,0,0.2391304347826087,0.2357252499438707,0.5186864282834047,0.275392704851282,0.362303647574359,0.2586910942723077,0.23685864518666666,0.3,,,
1941,1748.0,1,4.0,0,0.1052631578947368,0.1063845876632068,0.49367707416767614,0.11291933152998639,0.44354033423500683,0.28306210027050205,0.17488732352614073,0.3,,,
1942,4512.0,1,4.0,1,0.1183510638297872,0.11873079236287504,0.3315099770303773,0.12013620309383609,0.43993189845308195,0.28197956953592457,0.1760214033433171,0.10998297461327049,,,
1943,2787.0,2,4.0,0,0.1894510226049515,0.1895575172741538,0.5103726188499906,0.19297407852629261,0.4035129607368537,0.2710538882210561,0.18746735519698884,0.3,,,
1944,2550.0,2,4.0,0,0.2584313725490196,0.258010875871031,0.5103726188499906,0.26094531474287935,0.36952734262856035,0.2608582027885681,0.1981485494595953,0.3,,,
1945,1574.0,1,4.0,0,0.2509529860228716,0.2503688525649621,0.49367707416767614,0.25491950508870365,0.3725402474556482,0.26176207423669445,0.19720163651393915,0.3,,,
1946,6044.0,1,4.0,1,0.3136995367306419,0.3133390420495629,0.3315099770303773,0.3134287898351119,0.34328560508244405,0.25298568152473316,0.20639595268837477,0.08582140127061101,0.9896919679455802,-1.0421166410643896,0.2607417931167915
1947,3510.0,1,4.0,0,0.2652421652421652,0.2648974365406656,0.49367707416767614,0.26683624702903014,0.3665818764854849,0.25997456294564547,0.1990742673902762,0.3,,,
1948,2365.0,1,4.0,1,0.0520084566596194,0.053286352615744076,0.3315099770303773,0.0567714084539232,0.47161429577303837,0.2914842887319115,0.1660640784713308,0.11790357394325959,,,
1949,5334.0,2,3.5,1,0.4289463817022872,0.42810757396125315,0.34083116030824306,0.42761945084238845,0.28619027457880575,0.23585708237364172,0.2141429176263583,0.07154756864470144,,,
1950,8796.0,2,3.5,1,0.0459299681673487,0.04628946812483548,0.34083116030824306,0.04729062955305917,0.4763546852234704,0.2929064055670411,0.15709359443295887,0.1190886713058676,,,
1951,6345.0,3,5.333333333333333,0,0.1744680851063829,0.17456212898484677,0.543639093814353,0.17629896176051504,0.41185051911974246,0.2735551557359227,0.20725267421494792,0.3,,,
1952,3011.0,1,6.0,0,0.2527399535038193,0.2524209670038105,0.5186864282834047,0.25504772262314224,0.3724761386884289,0.26174284160652866,0.2330802913442979,0.3,,,
1953,2981.0,1,5.0,0,0.139550486413955,0.13998265611081293,0.5061856207239317,0.14363130736899746,0.4281843463155013,0.2784553038946504,0.1960510812632567,0.3,,,
1954,2193.0,1,6.0,0,0.2494300045599635,0.24902302349234057,0.5186864282834047,0.2526622057432321,0.3736688971283839,0.26210066913851515,0.23263726678088598,0.3,,,
1955,1814.0,1,5.0,0,0.2122381477398015,0.21215264503192455,0.5061856207239317,0.21693626177311773,0.3915318691134411,0.2674595607340323,0.20861764487539164,0.3,,,
1956,3047.0,1,6.0,0,0.1398096488349196,0.1402308284931691,0.5186864282834047,0.1439206783448776,0.4280396608275612,0.27841189824826834,0.21244241169262015,0.3,,,
1957,3354.0,1,6.0,0,0.1073345259391771,0.10790988470318601,0.5186864282834047,0.11155152072783332,0.4442242396360833,0.283267271890825,0.20643099670659762,0.3,,,
1958,2849.0,1,6.0,0,0.0414180414180414,0.04255418298659799,0.5186864282834047,0.04751561659510935,0.4762421917024453,0.2928726575107336,0.19453861451052032,0.3,,,
1959,1712.0,1,5.0,0,0.3831775700934579,0.38111313567468225,0.5061856207239317,0.3832670820302951,0.3083664589848525,0.24250993769545573,0.237131499776622,0.3,,,
1960,1879.0,1,6.0,0,0.2224587546567323,0.22226853659217988,0.5186864282834047,0.22692675385291153,0.38653662307354425,0.26596098692206327,0.22785782571554072,0.3,,,
1961,1752.0,1,6.0,0,0.3281963470319635,0.3267990694066307,0.5186864282834047,0.3300294963237482,0.3349852518381259,0.25049557555143775,0.24700547788869612,0.3,,,
1962,2824.0,2,5.0,0,0.1225212464589235,0.12309702918022138,0.5228673428502458,0.1272992399055545,0.43635038004722276,0.2809051140141668,0.19325129826952367,0.3,,,
1963,3484.0,2,4.0,0,0.7241676234213548,0.721200899254723,0.5103726188499906,0.7194009993081828,0.1402995003459086,0.19208985010377258,0.27019158560557155,0.1402995003459086,,,
1964,6257.0,1,5.0,1,0.2101646156304938,0.2101462403996415,0.34269061523233274,0.21077870918363717,0.3946106454081814,0.26838319362245444,0.20756206443148065,0.09865266135204535,1.1157309393549748,-1.5396716447515941,0.17658301303916055
1965,5301.0,1,4.0,1,0.0830032069420864,0.08345949088302003,0.3315099770303773,0.08485538557152512,0.4575723072142374,0.28727169216427123,0.17047727487552536,0.11439307680355935,,,
1966,6515.0,1,5.0,1,0.1217191097467383,0.12197214246190508,0.34269061523233274,0.12298383905214386,0.4385080804739281,0.2815524241421784,0.19251151526608182,0.10962702011848202,1.332583916665229,-2.004629892513587,0.1187176693983174
1967,1792.0,2,5.0,0,0.5150669642857143,0.5116379420466609,0.5228673428502458,0.5118228388765772,0.2440885805617114,0.22322657416851344,0.259169629521699,0.2440885805617114,,,
1968,1639.0,1,5.0,0,0.261744966442953,0.2610536172323988,0.5061856207239317,0.26545982460492484,0.36727008769753755,0.26018102630926127,0.21693596993227288,0.3,,,
1969,4608.0,3,3.3333333333333335,0,0.2686631944444444,0.26838546909864947,0.5187232523626765,0.2700047303099304,0.3649976348450348,0.25949929045351044,0.18747688876003737,0.3,,,
1970,4106.0,2,5.5,1,0.0379931807111544,0.038799794228926224,0.3636587865636431,0.04115612154276604,0.479421939228617,0.29382658176858506,0.18592073598977965,0.11985548480715424,,,
1971,3129.0,2,5.0,1,0.0370725471396612,0.03813526547746892,0.3578892332248701,0.04117186536110995,0.479414067319445,0.2938242201958335,0.178486605490476,0.11985351682986126,,,
1972,5728.0,2,6.0,0,0.0775139664804469,0.0779554542429627,0.5353335123391134,0.08033845906110865,0.45983077046944565,0.2879492311408337,0.2006342852542059,0.3,,,
1973,3350.0,4,3.5,0,0.0752238805970149,0.07599048990758149,0.5374440133940663,0.0800862312403018,0.4599568843798491,0.2879870653139547,0.1620129346860453,0.3,,,
1974,1806.0,1,5.0,0,0.0786267995570321,0.08000435432012575,0.5061856207239317,0.08696810050319449,0.45651594974840276,0.2869547849245208,0.1863373886576905,0.3,,,
1975,2016.0,2,4.5,0,0.0486111111111111,0.050141429758619654,0.5166225788069198,0.056981329304782405,0.4715093353476088,0.29145280060428264,0.17364693267149997,0.3,,,
1976,961.0,2,6.0,0,0.1155046826222684,0.11731697348476006,0.5353335123391134,0.12997135912111785,0.4350143204394411,0.2805042961318323,0.20985182383677903,0.3,,,
1977,668.0,1,6.0,0,0.1407185628742515,0.14256969620428725,0.5186864282834047,0.1587351717950803,0.4206324141024599,0.27618972423073795,0.21519367476194348,0.3,,,
1978,941.0,1,6.0,0,0.1562167906482465,0.15721951195478628,0.5186864282834047,0.1683873878454748,0.4158063060772626,0.27474189182317876,0.2169862291713025,0.3,,,
1979,964.0,1,5.0,0,0.0840248962655601,0.08647149490706263,0.5061856207239317,0.09913892325163613,0.45043053837418195,0.28512916151225454,0.18842381541456624,0.3,,,
1980,687.0,1,6.0,0,0.0596797671033478,0.06377362233175335,0.5186864282834047,0.08280763094897725,0.4585961845255114,0.2875788553576534,0.20109284574766725,0.3,,,
1981,1012.0,1,5.0,0,0.0612648221343873,0.064038712198207,0.5061856207239317,0.07676846964136608,0.46161576517931696,0.28848472955379506,0.1845888805099485,0.3,,,
1982,780.0,1,5.0,1,0.1,0.10260993873568702,0.34269061523233274,0.11150181564297021,0.4442490921785149,0.2832747276535545,0.19054316839593774,0.11106227304462872,,,
1983,951.0,1,5.0,0,0.0431125131440588,0.04643455302631269,0.5061856207239317,0.06049421870513894,0.46975289064743053,0.29092586719422914,0.181799008920881,0.3,,,
1984,672.0,1,4.0,0,0.0625,0.06660108524356882,0.49367707416767614,0.08485219588135118,0.4575739020593244,0.2872721706177973,0.17047677363849806,0.3,,,
1985,1226.0,1,4.0,1,0.2716150081566068,0.27053607623479103,0.3315099770303773,0.2719924592155773,0.3640037703922113,0.2592011311176634,0.199884529305305,0.09100094259805283,,,
1986,911.0,1,5.0,0,0.9308452250274424,0.9152394747460254,0.5061856207239317,0.9021984379546728,0.0489007810226636,0.16467023430679908,0.3,0.0489007810226636,,,
1987,611.0,1,5.0,0,0.486088379705401,0.4771599857187791,0.5061856207239317,0.4785184397751825,0.26074078011240875,0.2282222340337226,0.25346030396145985,0.26074078011240875,,,
1988,1374.0,1,5.0,1,0.1273653566229985,0.12847055307643443,0.34269061523233274,0.13304790483190237,0.4334760475840488,0.2800428142752146,0.194236783685469,0.1083690118960122,,,
1989,1390.0,1,5.0,1,0.6201438848920864,0.6142467737507444,0.34269061523233274,0.6085096718102146,0.19574516409489268,0.20872354922846778,0.27574451516746545,0.04893629102372317,,,
1990,2128.0,1,5.0,1,0.2401315789473684,0.23979885986431548,0.34269061523233274,0.24122923644496447,0.3793853817775178,0.2638156145332553,0.2127821548191368,0.09484634544437945,,,
1993,1177.0,1,4.0,0,0.1291418861512319,0.13039929071725112,0.49367707416767614,0.13942856453954836,0.43028571773022584,0.27908571531906773,0.17905306014192904,0.3,,,
1994,940.0,1,6.0,0,0.6372340425531915,0.6282166156130725,0.5186864282834047,0.6248290840461757,0.18758545797691217,0.20627563739307364,0.3,0.18758545797691217,,,
1996,832.0,1,4.0,0,0.4903846153846153,0.4836713039771709,0.49367707416767614,0.48401953263809333,0.2579902336809533,0.22739707010428598,0.23320306941455754,0.2579902336809533,,,
1997,1035.0,1,6.0,0,0.3294685990338164,0.3270975838754025,0.5186864282834047,0.33249445273196593,0.333752773634017,0.2501258320902051,0.24746325550736512,0.3,,,
1998,687.0,1,6.0,0,0.3842794759825327,0.37919087834306875,0.5186864282834047,0.3850275122317858,0.3074862438841071,0.2422458731652321,0.25721939512876024,0.3,,,
1999,988.0,1,6.0,0,0.5657894736842105,0.5586189989965771,0.5186864282834047,0.5574422041818471,0.22127889790907646,0.21638366937272294,0.28923926649091447,0.22127889790907646,,,
2000,658.0,1,6.0,0,0.4772036474164133,0.46915626989461595,0.5186864282834047,0.4713160151731969,0.26434199241340156,0.22930259772402048,0.27324440281787943,0.26434199241340156,,,
2001,1535.0,1,6.0,0,0.3817589576547231,0.3794777819862056,0.5186864282834047,0.3821463183369506,0.30892684083152466,0.24267805224945738,0.25668431626257654,0.3,,,
2002,1500.0,1,6.0,0,0.5053333333333333,0.5013736519661511,0.5186864282834047,0.5017131181684502,0.2491434409157749,0.22474303227473247,0.2788895790884265,0.2491434409157749,,,
2003,1432.0,1,6.0,0,0.6201117318435754,0.6143856411766871,0.5186864282834047,0.6124219090379741,0.19378904548101294,0.2081367136443039,0.2994497831070524,0.19378904548101294,,,
2004,1674.0,1,6.0,0,0.7329749103942652,0.7267343276201592,0.5186864282834047,0.723071512490991,0.1384642437545045,0.19153927312635136,0.3,0.1384642437545045,,,
2005,1336.0,1,5.0,0,0.3255988023952096,0.32381117329539055,0.5061856207239317,0.32781646862691044,0.33609176568654475,0.2508275297059634,0.22762568033604183,0.3,,,
2006,1484.0,1,5.0,0,0.4716981132075472,0.4681435844338761,0.5061856207239317,0.4688973896443792,0.2655513051778104,0.22966539155334312,0.2518109810818936,0.2655513051778104,,,
2007,1319.0,1,5.0,0,0.246398786959818,0.24577143464417447,0.5061856207239317,0.2515627063879793,0.37421864680601036,0.2622655940418031,0.2145536068093679,0.3,,,
