questions,attempted,n_kcs,mean_kc_depth,is_choice_type,D_raw,D_emp,D_stat,D_blend,P_L0,P_T,P_S,P_G,irt_discrimination,irt_difficulty_logit,irt_difficulty_unit,p_success,reward_original,reward_desirable
2397,1295.0,1,6.0,0,0.1019305019305019,0.1034889361129654,0.5186864282834047,0.1128896340488999,0.44355518297555,0.2830665548926649,0.2066795034662243,0.3,,,,0.5188148631056281,0.05945277594464534,0.09087865349059118
2398,1112.0,1,6.0,0,0.4109712230215827,0.4073215114739837,0.5186864282834047,0.4102470346826375,0.2948764826586812,0.2384629447976043,0.2619030207267755,0.2948764826586812,,,,0.4255717837426117,0.3249907824977598,0.035139120756192146
2399,1354.0,1,5.0,0,0.0923190546528803,0.093950473790793,0.5061856207239317,0.102886206744546,0.4485568966277269,0.2845670689883181,0.1890662068704936,0.3,,,,0.5291828766284044,0.05358032552875852,0.10205310468868627
2400,756.0,2,4.0,0,0.2301587301587301,0.2294947822017392,0.5103726188499906,0.2402153103180846,0.3798923448409577,0.2639677034522873,0.194890977335699,0.3,,,,0.49188705102026575,0.14770863076782154,0.07457653662971084
2401,253.0,1,5.0,0,0.1067193675889328,0.1138752783463356,0.5061856207239317,0.1554629471496143,0.4222685264251928,0.2766805579275578,0.1980793623685053,0.3,,,,0.5119452880350444,0.08600108180779091,0.08751475024769532
2402,1160.0,1,4.0,0,0.3508620689655172,0.3483796194818217,0.4936770741676761,0.3520425805243222,0.3239787097378389,0.2471936129213516,0.2124638340823935,0.3,,,,0.4579513379845191,0.2538308796362269,0.053556204030622334
2403,785.0,1,4.0,0,0.464968152866242,0.4584943490540989,0.4936770741676761,0.4597894186901815,0.2701052906549092,0.2310315871964727,0.2293954800798856,0.2701052906549092,,,,0.40529278044814543,0.3976414163232855,0.02712492674561929
2404,3144.0,3,5.666666666666667,0,0.2108778625954198,0.2108368998067477,0.5477739585939532,0.214021560097742,0.3929892199511289,0.2678967659853387,0.2196800918272104,0.3,,,,0.48876054603982244,0.12721625848848242,0.06905479821061682
2405,1247.0,1,6.0,0,0.1483560545308741,0.1492406874416334,0.5186864282834047,0.1579199139296938,0.4210400430351531,0.2763120129105459,0.2150422697298003,0.3,,,,0.504186623623195,0.08761515381372836,0.07936467430870232
2406,747.0,1,6.0,0,0.2918340026773762,0.289554043009843,0.5186864282834047,0.2984008532520655,0.3507995733739673,0.2552398720121901,0.2411315870325264,0.3,,,,0.46097084350377915,0.19870405713090677,0.05177434772058073
2407,1040.0,1,6.0,0,0.5471153846153847,0.5406490103665563,0.5186864282834047,0.5400332370371222,0.2299833814814388,0.2189950144444316,0.2860061725926084,0.2299833814814388,,,,0.34129774050782846,0.5485165871392468,0.009465125536348165
2408,1397.0,1,6.0,0,0.3149606299212598,0.3134001065550809,0.5186864282834047,0.3177158666474773,0.3411420666762613,0.2523426200028784,0.2447186609488172,0.3,,,,0.4553156169230561,0.2175551449166704,0.0488564985722062
2409,1504.0,1,6.0,0,0.3776595744680851,0.3753857946119092,0.5186864282834047,0.3781882841882749,0.3109058579058625,0.2432717573717587,0.2559492527778225,0.3,,,,0.43805797851885037,0.28414819163098287,0.04088253075918893
2411,2603.0,1,6.0,0,0.0752977333845562,0.0762821010249903,0.5186864282834047,0.081322788384562,0.4593386058077189,0.2878015817423157,0.2008170892714186,0.3,,,,0.5292939822571056,0.04135662061054358,0.09979102327210074
2412,2537.0,2,6.0,0,0.0472999605833661,0.0485287254550448,0.5353335123391134,0.0542179126800242,0.4728910436599879,0.2918673130979963,0.1957833266405759,0.3,,,,0.5384395488957052,0.026782273179289273,0.10800482910764121
2413,3652.0,2,4.0,0,0.0366922234392113,0.0376056511406725,0.5103726188499906,0.0414576362116338,0.479271181894183,0.2937813545682549,0.1636576285475424,0.3,,,,0.5570534422659482,0.020206400224868623,0.13129670651763767
2414,4982.0,3,5.666666666666667,0,0.0770774789241268,0.0775865555754797,0.5477739585939532,0.0804009255057579,0.459799537247121,0.2879398611741363,0.1955011198534228,0.3,,,,0.531968351633087,0.04084681972627277,0.10293448100015647
2415,1830.0,2,6.0,0,0.0825136612021858,0.0838313248586754,0.5353335123391134,0.0911136182051341,0.4544431908974329,0.2863329572692298,0.2026353862380963,0.3,,,,0.5260239621174287,0.04683488121755617,0.09695165837869084
2416,4988.0,2,3.5,0,0.074178027265437,0.0746980732804611,0.5041194144122177,0.0772653590983074,0.4613673204508463,0.2884101961352538,0.1615898038647461,0.3,,,,0.5484048694943366,0.0391204397955238,0.12402529573876142
2417,1814.0,2,6.0,0,0.0810363836824696,0.0823816526655123,0.5353335123391134,0.0897507176276642,0.4551246411861679,0.2865373923558503,0.2023822761308519,0.3,,,,0.5264780880238236,0.046065237089628286,0.09734284778669097
2418,2797.0,1,5.0,0,0.0314622810153736,0.0326900784481894,0.5061856207239317,0.037714792374002,0.481142603812999,0.2943427811438996,0.1778939644069718,0.3,,,,0.5512074574317118,0.018310644779750182,0.12269239499842316
2419,1808.0,2,6.0,0,0.1001106194690265,0.10125161432634,0.5353335123391134,0.1083367377977128,0.4458316311011436,0.283749489330343,0.2058339655910038,0.3,,,,0.5203148491553466,0.056763688328816994,0.09212086722696376
2420,1668.0,2,6.0,1,0.3782973621103117,0.3762369377894251,0.3694678328952616,0.3761173422965954,0.3119413288517023,0.2435823986555106,0.2555646492836534,0.0779853322129255,,,,0.28587863659812424,0.28165416075712646,0.002105891752253306
2421,1672.0,1,6.0,1,0.3726076555023923,0.3706193563762114,0.3540486239280818,0.3703272753107332,0.3148363623446334,0.24445090870339,0.2544893511291362,0.0787090905861583,,,,0.28864246760224804,0.2747682479486458,0.0022221705790525124
2422,811.0,1,5.0,0,0.345252774352651,0.3418627569055952,0.5061856207239317,0.3477244524044657,0.3261377737977671,0.2478413321393301,0.2310384775550513,0.3,,,,0.4529460669270071,0.24905763509278414,0.049276232438891954
2423,936.0,1,5.0,0,0.4508547008547008,0.4456986935026669,0.5061856207239317,0.4475771695033274,0.2762114152483363,0.2328634245745009,0.2481560862005704,0.2762114152483363,,,,0.407586540811236,0.37852279029970387,0.0276111550971931
2424,899.0,1,5.0,0,0.2269187986651835,0.2264286735457558,0.5061856207239317,0.2354628053168486,0.3822685973415756,0.2646805792024727,0.2117936237686026,0.3,,,,0.48662596665518976,0.1438862922031873,0.06891889994211847
2425,1231.0,1,5.0,0,0.0714865962632006,0.0736114716135488,0.5061856207239317,0.0839026884837403,0.4580486557581298,0.2874145967274389,0.1858118894543555,0.3,,,,0.5355231728422452,0.042788788932003,0.10776726250657633
2426,1948.0,1,5.0,0,0.0462012320328542,0.0478089181852386,0.5061856207239317,0.0547610420862299,0.472619478956885,0.2917858436870655,0.1808161786433537,0.3,,,,0.5453763871324226,0.027066108439634085,0.11701722608876979
2427,1438.0,1,5.0,0,0.0806675938803894,0.0823648497863852,0.5061856207239317,0.091026037203365,0.4544869813983175,0.2863460944194952,0.1870330349491483,0.3,,,,0.5331368075030178,0.04678535392414407,0.10559414524723222
2428,1386.0,1,5.0,0,0.0887445887445887,0.0903897233204478,0.5061856207239317,0.0991989584349284,0.4504005207825358,0.2851201562347607,0.1884341071602734,0.3,,,,0.5304095445495958,0.05144864706470056,0.1031436562665766
2429,1450.0,1,5.0,0,0.0393103448275862,0.0415564292439113,0.5061856207239317,0.0509745885306684,0.4745127057346657,0.2923538117203997,0.1801670723195432,0.3,,,,0.5466673290436264,0.02509409937830811,0.11826115853668431
2430,1560.0,1,5.0,0,0.1391025641025641,0.1399290829041453,0.5061856207239317,0.1468395836177262,0.4265802081911369,0.2779740624573411,0.1966010714773245,0.3,,,,0.5147400197323981,0.08040965022572952,0.08977029835013299
2431,2795.0,2,5.0,0,0.095169946332737,0.0959459861415806,0.5228673428502458,0.1004796642659204,0.4497601678670397,0.2849280503601119,0.1886536567313006,0.3,,,,0.5299832171867271,0.05218707011898701,0.1027638135607879
2432,1428.0,1,6.0,0,0.057422969187675,0.0594530048263464,0.5186864282834047,0.0689022522225822,0.4655488738887089,0.2896646621666127,0.1985104182699081,0.3,,,,0.533467910041364,0.03457274540620969,0.10349049233781336
2433,1433.0,1,6.0,0,0.0621074668527564,0.0640660364683755,0.5186864282834047,0.0733883958357376,0.4633058020821312,0.2889917406246393,0.199343559226637,0.3,,,,0.5319570338600879,0.03700201597001909,0.1021417079971098
2434,416.0,1,4.0,1,0.173076923076923,0.1745136490563064,0.3315099770303773,0.1850739401756386,0.4074630299121807,0.2722389089736541,0.1862259048847432,0.1018657574780451,,,,0.3919420857514471,0.10610180967084548,0.014170306815948799
2436,424.0,1,4.0,1,0.1745283018867924,0.1758737634877243,0.3315099770303773,0.1861580947790891,0.4069209526104554,0.2720762857831366,0.186396272036714,0.1017302381526138,,,,0.39140647676450185,0.10686552004533294,0.014051931132160266
2437,520.0,2,4.5,0,0.073076923076923,0.0779406499787956,0.5166225788069198,0.1018687551876023,0.4490656224061988,0.2847196867218596,0.1810212954951061,0.3,,,,0.5330554949540529,0.05299036612558202,0.10676590196630117
2438,255.0,1,5.0,0,0.1176470588235294,0.1239561854129077,0.5061856207239317,0.1641908628140681,0.4179045685929659,0.2753713705778897,0.1995755764824117,0.3,,,,0.5091296528235014,0.09177779019168193,0.0852827776880053
2439,263.0,1,4.0,0,0.0722433460076045,0.0815828656839209,0.4936770741676761,0.1237768119450562,0.4381115940274718,0.2814334782082415,0.1765934990199374,0.3,,,,0.5293104564687168,0.0659964046585895,0.10464675246975612
2440,439.0,1,4.0,1,0.2984054669703872,0.2943092614129621,0.3315099770303773,0.2966888381049076,0.3516555809475462,0.2554966742842638,0.2037653888450569,0.0879138952368865,,,,0.3369988280902325,0.1970831177752911,0.0056684587707005974
2441,454.0,1,4.0,1,0.0594713656387665,0.065586394490611,0.3315099770303773,0.0820692611769601,0.4589653694115199,0.2876896108234559,0.170039455327808,0.1147413423528799,,,,0.44300218775557554,0.041770179016175746,0.029970366683579
2442,285.0,1,4.0,1,0.119298245614035,0.1248785278313102,0.3315099770303773,0.1445577134693166,0.4277211432653417,0.2783163429796025,0.179859069259464,0.1069302858163354,,,,0.4119855582523262,0.07894893606026489,0.019244137092392113
2443,284.0,1,4.0,1,0.0704225352112676,0.0792366808833869,0.3315099770303773,0.1033392251012522,0.4483303874493738,0.2844991162348121,0.1733818782301967,0.1120825968623434,,,,0.43243058559044656,0.05384343459955495,0.025879078308068505
2444,291.0,1,5.0,1,0.2130584192439862,0.2125014501239537,0.3426906152323327,0.2246686618163256,0.3876656690918372,0.2662997007275511,0.2099431991685129,0.0969164172729593,,,,0.3656231478397487,0.1353788705787202,0.009099730233864995
2445,117.0,2,4.0,1,0.017094017094017,0.0444375984565665,0.3464741025221576,0.1060777013270953,0.4469611493364523,0.2840883448009357,0.1738122102085435,0.111740287334113,,,,0.43107056417300504,0.05543959583284834,0.02538693390520074
2446,328.0,1,5.0,1,0.0365853658536585,0.0462297442199701,0.3426906152323327,0.0710728339696094,0.4644635830151952,0.2893390749045585,0.1836124858233616,0.1161158957537988,,,,0.44136656073032043,0.03574519703101166,0.028855178679451355
2447,121.0,2,4.0,1,0.0330578512396694,0.0573613545287207,0.3464741025221576,0.1148009733353638,0.442599513332318,0.2827798539996954,0.1751830100955571,0.1106498783330795,,,,0.42673989435251214,0.06058991854845131,0.023869817688281388
2448,120.0,2,4.0,0,0.1166666666666666,0.1291996499182116,0.5103726188499906,0.2054342437045673,0.3972828781477163,0.2691848634443149,0.1894253811535748,0.3,,,,0.5028425540844811,0.12079215226676418,0.08263404477682734
2449,428.0,1,4.0,1,0.1401869158878504,0.1430534620280125,0.3315099770303773,0.1553977752377744,0.4223011123811128,0.2766903337143338,0.1815625075373645,0.1055752780952782,,,,0.4066177841970765,0.08595839582764082,0.017756493585430824
2450,437.0,1,4.0,1,0.045766590389016,0.0527088643075484,0.3315099770303773,0.070619000028501,0.4646904999857495,0.2894071499957248,0.1682401285759072,0.1161726249964373,,,,0.4486992203223303,0.035499603317854095,0.032378136556021855
2451,735.0,1,5.0,1,0.1850340136054421,0.1855469549517213,0.3426906152323327,0.1917094514333139,0.404145274283343,0.2712435822850029,0.2042930488171395,0.1010363185708357,,,,0.38178417192440584,0.1108081617133082,0.011855697615166336
2452,560.0,1,6.0,1,0.025,0.031186122394051,0.3540486239280818,0.0476028597601882,0.4761985701199059,0.2928595710359717,0.1945548168126064,0.1190496425299764,,,,0.44591021752771826,0.02335127978488876,0.0302441106191644
2453,258.0,1,6.0,1,0.0193798449612403,0.0326904711818331,0.3540486239280818,0.0661652787595674,0.4669173606202162,0.2900752081860648,0.1980021231982054,0.116729340155054,,,,0.436693116602228,0.03310212353990863,0.02663014205732089
2454,432.0,1,6.0,1,0.1064814814814814,0.110814050859623,0.3540486239280818,0.1266085036562762,0.4366957481718619,0.2810087244515585,0.2092272935361656,0.1091739370429654,,,,0.4068252216082322,0.06772509814085341,0.0172335654943752
2455,263.0,1,6.0,1,0.1634980988593156,0.1663885193941682,0.3540486239280818,0.1856028645682891,0.4071985677158554,0.2721595703147566,0.2201833891341108,0.1017996419289638,,,,0.37788718056712545,0.10647414554226524,0.010940918148074495
2456,321.0,1,5.0,0,0.0249221183800623,0.0354485366233126,0.5061856207239317,0.0756824754353314,0.4621587622823343,0.2886476286847003,0.1844027100746282,0.3,,,,0.5382878053480358,0.03825338466817142,0.11031809444991221
2457,318.0,1,5.0,0,0.0377358490566037,0.0475974881318036,0.5061856207239317,0.0871309478380215,0.4564345260809892,0.2869303578242967,0.1863653053436608,0.3,,,,0.5344406084342198,0.044592280232198675,0.10677811615149288
2458,392.0,1,6.0,1,0.1428571428571428,0.1458445412343437,0.3540486239280818,0.1606457793405336,0.4196771103297332,0.2759031330989199,0.2155485018775277,0.1049192775824333,,,,0.3901033962746238,0.08941693255842305,0.013305691145576068
2459,575.0,1,5.0,1,0.2313043478260869,0.2303999176278144,0.3426906152323327,0.2359680513933277,0.3820159743033361,0.2646047922910008,0.2118802373817133,0.095503993575834,,,,0.360094281404441,0.14429039191231663,0.008293798306342977
2460,401.0,1,5.0,1,0.0922693266832917,0.0975960831081938,0.3426906152323327,0.1146560273395724,0.4426719863302137,0.2828015958990641,0.1910838904010696,0.1106679965825534,,,,0.41976287572283655,0.060503511536763525,0.021234457175782675
2461,476.0,2,5.5,1,0.2394957983193277,0.2380805463478823,0.3636587865636431,0.2455258965583029,0.3772370517208485,0.2631711155162545,0.2224153386711255,0.0943092629302121,,,,0.3520660597355117,0.15203679086189195,0.0071685379803594265
2462,244.0,1,5.0,1,0.1475409836065573,0.1518482991990516,0.3426906152323327,0.1727434432902867,0.4136282783548566,0.274088483506457,0.2010417331354777,0.1034070695887141,,,,0.3911067138255659,0.09755669529622073,0.013748991593501524
2463,284.0,1,6.0,0,0.0704225352112676,0.0792366808833869,0.5186864282834047,0.1212223255394395,0.4393888372302802,0.281816651169084,0.2082270033144673,0.3,,,,0.5160795651949066,0.06444649792551169,0.08864263961297805
2464,285.0,1,5.0,0,0.0491228070175438,0.0593047573395069,0.5061856207239317,0.101864839566595,0.4490675802167024,0.2847202740650107,0.1888911153542734,0.3,,,,0.5295224300551141,0.052988098272730245,0.10235425318297185
2465,288.0,1,6.0,0,0.1215277777777777,0.1269089317810052,0.5186864282834047,0.1638690729604769,0.4180654635197615,0.2754196390559285,0.2161471135498028,0.3,,,,0.5022821812491762,0.09156266727862324,0.07794663874589021
2466,568.0,2,6.0,0,0.0387323943661971,0.0443672635859687,0.5353335123391134,0.0689976774030161,0.4655011612984919,0.2896503483895475,0.1985281400891315,0.3,,,,0.533435733147024,0.03462417495041509,0.10346165414245088
2467,391.0,1,5.0,1,0.2659846547314578,0.2629877153006073,0.3426906152323327,0.2686672568634381,0.3656663715682809,0.2596999114704842,0.2174858154623036,0.0914165928920702,,,,0.34412774162870385,0.17163088790901954,0.006305462574973787
2468,740.0,2,6.0,1,0.2108108108108108,0.2106420407744073,0.3694678328952616,0.2168300586492458,0.391584970675377,0.2674754912026131,0.2259827251777171,0.0978962426688442,,,,0.36265507721765416,0.12934784658683424,0.008505298024762424
2469,393.0,1,5.0,1,0.2086513994910941,0.2084454019093211,0.3426906152323327,0.2179663390244283,0.3910168304877858,0.2673050491463357,0.2087942295470448,0.0977542076219464,,,,0.36890543981692914,0.13021460841087268,0.0096096210156874
2470,610.0,2,5.0,0,0.0524590163934426,0.0572824618865867,0.5228673428502458,0.0791067531817582,0.4604466234091209,0.2881339870227362,0.1849897291168728,0.3,,,,0.5371347402491526,0.040132849632713526,0.10924989751217515
2471,614.0,2,5.5,0,0.0618892508143322,0.0663847807390372,0.5291049660386855,0.087940068874114,0.4560299655629429,0.2868089896688828,0.1942750122989489,0.3,,,,0.5306257487256301,0.0450463027136466,0.10213453607641601
2472,307.0,1,5.0,0,0.0553745928338762,0.0644891467539743,0.5061856207239317,0.1038093076415076,0.4480953461792462,0.2844286038537738,0.1892244527385441,0.3,,,,0.5288761456700161,0.05411673561568418,0.10178154568066135
2473,307.0,1,6.0,0,0.0390879478827361,0.0491986268762985,0.5186864282834047,0.090992793173667,0.4545036034131665,0.2863510810239499,0.202612947303681,0.3,,,,0.5260642077415315,0.046766556834259905,0.096986285494438
2474,306.0,1,6.0,0,0.022875816993464,0.0340121195967779,0.5186864282834047,0.0772866114437982,0.4613566942781009,0.2884070082834302,0.2000675135538482,0.3,,,,0.530647199309028,0.03913210141715462,0.10098124057836001
2475,207.0,2,5.0,1,0.2657004830917874,0.2602993435618926,0.3578892332248701,0.2726524941521429,0.3636737529239285,0.2591021258771785,0.2181689989975102,0.0909184382309821,,,,0.34218520287638565,0.1751310885453981,0.006094818010906055
2476,209.0,1,6.0,1,0.1531100478468899,0.1575893056268542,0.3540486239280818,0.1822494711039958,0.4088752644480021,0.2726625793344006,0.2195606160621707,0.1022188161120005,,,,0.3795264301358604,0.10412168055345354,0.011235676035864941
2477,214.0,2,6.0,1,0.1588785046728972,0.1627690213185881,0.3694678328952616,0.1881828096271955,0.4059085951864022,0.2717725785559206,0.2206625217879077,0.1014771487966005,,,,0.3766264828422346,0.10829725062971415,0.010718764971836365
2478,334.0,1,6.0,1,0.0988023952095808,0.1047682231314961,0.3540486239280818,0.1253133111092367,0.4373433444453816,0.2812030033336145,0.2089867577774297,0.1093358361113454,,,,0.40746291273288104,0.06693301898206683,0.017400716297678823
2479,205.0,1,4.0,1,0.0975609756097561,0.1070575599491094,0.3315099770303773,0.1357110600020372,0.4321444699989814,0.2796433409996944,0.178468880857463,0.1080361174997453,,,,0.4163690368315919,0.07335876533153687,0.020534048521521114
2480,435.0,1,6.0,1,0.1540229885057471,0.1562372549198892,0.3540486239280818,0.1689992787268694,0.4155003606365652,0.2746501081909696,0.2170998660492757,0.1038750901591413,,,,0.3860102407358035,0.09501215673944022,0.012469106538612352
2481,256.0,1,6.0,0,0.08203125,0.0908983731469189,0.5186864282834047,0.1357712460633335,0.4321143769683332,0.2796343130904999,0.2109289456974762,0.3,,,,0.5113346339231809,0.0733964100438053,0.0848540163078709
2482,253.0,1,5.0,1,0.0158102766798418,0.0296261940972513,0.3426906152323327,0.0628132352069772,0.4685933823965114,0.2905780147189534,0.1821965546069104,0.1171483455991278,,,,0.4454706887049456,0.0313127161993492,0.030522975720916248
2483,268.0,1,5.0,0,0.0634328358208955,0.073222052043575,0.5061856207239317,0.1168089884879062,0.4415955057560469,0.2824786517268141,0.1914529694550696,0.3,,,,0.5245720831542244,0.06178987958275175,0.09801937135866688
2484,270.0,2,5.0,0,0.137037037037037,0.1416825896156883,0.5228673428502458,0.1798010649391441,0.4100994675304279,0.2730298402591283,0.2022516111324247,0.3,,,,0.504126349238721,0.10241622990797984,0.08141740304206133
2485,546.0,2,5.0,0,0.0732600732600732,0.0778939063401936,0.5228673428502458,0.1010696061584255,0.4494651969207872,0.2848395590762361,0.1887547896271587,0.3,,,,0.5297869291550384,0.05252792374040081,0.10258922211250232
2486,548.0,2,5.0,0,0.0510948905109489,0.0564928714587141,0.5228673428502458,0.0806991589011811,0.4596504205494094,0.2878951261648228,0.1852627129544882,0.3,,,,0.5365992104629316,0.041011634377676014,0.10875587322717607
2487,446.0,2,4.5,1,0.2690582959641255,0.2662831566277889,0.3521605583680259,0.2716955979139382,0.3641522010430308,0.2592456603129092,0.2089214196572898,0.0910380502607577,,,,0.3459593501094307,0.17428715998515426,0.006570575551257943
2488,348.0,1,5.0,1,0.1063218390804597,0.1116520407297544,0.3426906152323327,0.1299884355315463,0.4350057822342268,0.280501734670268,0.1937123032339794,0.1087514455585567,,,,0.4121837481517897,0.06980321367347096,0.018986638635700843
2489,219.0,2,5.0,1,0.2648401826484018,0.2597822217094126,0.3578892332248701,0.2716023435787448,0.3641988282106275,0.2592596484631883,0.2179889731849277,0.0910497070526568,,,,0.3426970100489972,0.1742050334914053,0.006149705668748755
2490,349.0,1,5.0,0,0.0372492836676217,0.0463088102670721,0.5061856207239317,0.0827106686145808,0.4586446656927095,0.2875933997078128,0.185607543191071,0.3,,,,0.5359233563879827,0.04212606711244146,0.10813430142372718
2491,281.0,1,4.0,0,0.0569395017793594,0.0667373786995004,0.4936770741676761,0.1079212721530221,0.4460393639234889,0.2838118091770466,0.1741019141954749,0.3,,,,0.5345712476808308,0.05651966756255253,0.10943519691649922
2492,273.0,1,4.0,0,0.0109890109890109,0.0241909590052888,0.4936770741676761,0.0706747327837429,0.4646626336081285,0.2893987900824386,0.1682488865803024,0.3,,,,0.5470848727856512,0.03552975035978193,0.12133672176077662
2493,544.0,2,4.0,0,0.0845588235294117,0.0888084237385631,0.5103726188499906,0.1108413956084984,0.4445793021957508,0.2833737906587252,0.1745607907384783,0.3,,,,0.5335993969997744,0.05823961240622108,0.10854073899221373
2494,214.0,1,5.0,1,0.3271028037383177,0.3166151751647419,0.3426906152323327,0.3198211718943637,0.3400894140528181,0.2520268242158454,0.2262550580390338,0.0850223535132045,,,,0.319249615063344,0.21967459121783392,0.004039495762578189
2495,212.0,1,4.0,1,0.2641509433962264,0.2589997887437483,0.3315099770303773,0.2679886550602726,0.3660056724698637,0.2598017017409591,0.1992553600808999,0.0915014181174659,,,,0.3510884604576657,0.1710386749514348,0.007245953773976227
2496,279.0,1,5.0,1,0.039426523297491,0.0504613745436442,0.3426906152323327,0.0788331454842935,0.4605834272578532,0.2881750281773559,0.1849428249401646,0.1151458568144633,,,,0.43751341054847875,0.03998216240375617,0.027355902614088375
2497,381.0,1,5.0,1,0.1601049868766404,0.1623140922407721,0.3426906152323327,0.1754802618021999,0.4122598690989,0.27367796072967,0.2015109020232342,0.103064967274725,,,,0.38976042836616465,0.09943126006395236,0.013460680821251965
2498,321.0,1,4.0,1,0.043613707165109,0.0530438445412012,0.3315099770303773,0.0768443686855752,0.4615778156572123,0.2884733446971637,0.1692184007934475,0.115394453914303,,,,0.44560128978754826,0.038889543915543716,0.0310507181082479
2499,791.0,1,5.0,1,0.1175726927939317,0.119713872982182,0.3426906152323327,0.1278616223944896,0.4360691888027552,0.2808207566408265,0.1933477066961982,0.1090172972006888,,,,0.41323442403178656,0.06849368613027056,0.019285993648591737
2500,205.0,1,5.0,1,0.2634146341463415,0.2581686710602205,0.3426906152323327,0.2689587064864476,0.3655206467567762,0.2596561940270328,0.2175357782548196,0.091380161689194,,,,0.34398565428415695,0.1718855722812308,0.00628984011970383
2501,424.0,2,5.0,1,0.0943396226415094,0.0992971869111477,0.3578892332248701,0.1163847670640369,0.4418076164679815,0.2825422849403944,0.1913802457824063,0.1104519041169953,,,,0.4189077778645157,0.06153591655927107,0.020970418791071366
2502,208.0,1,5.0,1,0.3125,0.3030173288971474,0.3426906152323327,0.3080181633091455,0.3459909183454272,0.2537972755036282,0.2242316851387107,0.0864977295863568,,,,0.32497909237412076,0.20795882641537436,0.004484407385955395
2503,280.0,2,5.0,1,0.025,0.0369598366284987,0.3578892332248701,0.068017520170083,0.4659912399149584,0.2897973719744875,0.1830887177434428,0.1164978099787396,,,,0.44288435237862117,0.03409641921392817,0.029463349124099182
2504,339.0,1,5.0,0,0.0471976401179941,0.0559552952327287,0.5061856207239317,0.0925593867360785,0.4537203066319607,0.2861160919895882,0.187295894869042,0.3,,,,0.5326242637914833,0.04765384875024403,0.10513091112175899
2505,231.0,1,5.0,0,0.1558441558441558,0.159712952145616,0.5061856207239317,0.1995373968097902,0.4002313015951049,0.2700693904785314,0.2056349823102497,0.3,,,,0.49786035449305577,0.11646058875135785,0.07675942554996722
2506,165.0,1,6.0,0,0.0424242424242424,0.0599348702083763,0.5186864282834047,0.1305120329891499,0.434743983505425,0.2804231950516275,0.209952234697985,0.3,,,,0.5130453175953296,0.07012658734213735,0.08620667685492162
2507,205.0,1,5.0,0,0.0048780487804878,0.0226131155046649,0.5061856207239317,0.0843457757454224,0.4578271121272887,0.2873481336381866,0.1858878472706438,0.3,,,,0.5353744821936247,0.04303557002245783,0.10763107756913175
2508,221.0,1,6.0,0,0.1764705882352941,0.1787881783757245,0.5186864282834047,0.2194134672093118,0.390293266395344,0.2670879799186031,0.2264625010531579,0.3,,,,0.48481849722464476,0.13132214026828082,0.06581902766169889
2509,229.0,1,5.0,0,0.0611353711790393,0.0726423734479904,0.5061856207239317,0.1228597379973272,0.4385701310013363,0.2815710393004009,0.1924902407995418,0.3,,,,0.5225786215770015,0.06543894134220059,0.09630776597958154
2510,426.0,2,5.0,0,0.0469483568075117,0.0540088587187211,0.5228673428502458,0.0848548116221108,0.4575725941889446,0.2872717782566834,0.1859751105637904,0.3,,,,0.5352037021370118,0.043319376703294575,0.10747478868439315
2511,215.0,1,6.0,0,0.027906976744186,0.0429274510151047,0.5186864282834047,0.1011836523132639,0.449408173843368,0.2848224521530104,0.2045055354296061,0.3,,,,0.5226792624720781,0.05259386835675257,0.09410185929203306
2512,210.0,1,6.0,0,0.1,0.1090780477763027,0.5186864282834047,0.1602790953396904,0.4198604523301548,0.2759581356990464,0.2154804034202282,0.3,,,,0.5034306169828071,0.0891738759442413,0.07879951067014695
2513,216.0,1,6.0,0,0.0555555555555555,0.0681692838497865,0.5186864282834047,0.123110399024618,0.4384448004876909,0.2815334401463072,0.2085776455331433,0.3,,,,0.5154615761594123,0.0655911952945814,0.08814270412671271
2515,225.0,1,6.0,0,0.0488888888888888,0.0615834734226515,0.5186864282834047,0.1153602916415636,0.4423198541792181,0.2826959562537654,0.2071383398762904,0.3,,,,0.5180024976364466,0.060923611783894986,0.09021062324929137
2516,445.0,1,5.0,1,0.0561797752808988,0.0625547333087088,0.3426906152323327,0.0802475258512535,0.4598762370743732,0.2879628711223119,0.1851852901459292,0.1149690592685933,,,,0.4368114435927093,0.040762087109782,0.027089573886077866
2517,322.0,1,5.0,1,0.2360248447204969,0.2341752952881567,0.3426906152323327,0.2434237600561263,0.3782881199719368,0.263486435991581,0.2131583588667645,0.0945720299929842,,,,0.3564493997049336,0.1503162713438321,0.007797137678502229
2518,271.0,1,6.0,1,0.1070110701107011,0.1137042989297238,0.3540486239280818,0.1376588828166033,0.4311705585916983,0.2793511675775095,0.2112795068087977,0.1077926396479245,,,,0.40138868262082567,0.07457974132451331,0.01586213313821296
2519,347.0,1,6.0,1,0.1095100864553314,0.1146810653638954,0.3540486239280818,0.133728881695263,0.4331355591523684,0.2799406677457105,0.2105496494576917,0.1082838897880921,,,,0.4033213056427093,0.0721218907792746,0.01633880834119422
2520,26.0,2,4.0,1,0.1538461538461538,0.1758250214902091,0.3464741025221576,0.2672441720430387,0.3663779139784806,0.2599133741935441,0.1991383698924775,0.0915944784946201,,,,0.35145429795601396,0.1703902295298114,0.007291598319964716
2521,494.0,1,4.0,1,0.0587044534412955,0.0643734455030148,0.3315099770303773,0.0796675217354974,0.4601662391322513,0.2880498717396754,0.1696620391298638,0.1150415597830628,,,,0.4441968145361358,0.04044196837750934,0.03046318717190783
