questions,delta_static,n_students,q_error_rate,delta_cumulative,learning_effect,relative_improvement,before_error,after_error,delta_chronological,improvement_rate
1350,0.2199387296410951,3847,0.5245645957889264,0.2594574916429276,-0.2594574916429276,-1.0054733747491211,0.2271793811591206,0.191546762589928,-0.0356326185691925,0.0369118793865349
1351,0.0006629448709002,5732,0.0854849965108164,0.0081519979044625,-0.0081519979044625,-0.1116676708009599,0.069543973941368,0.0863109048723898,0.0167669309310217,0.0036636427076064
1352,-0.1090682245954551,2589,0.0648899188876013,-0.1187033939873402,0.1187033939873402,0.6447549904358857,0.2779275564577518,0.104423164614683,-0.1735043918430687,0.3055233680957899
1353,-0.0033167538089871,1923,0.0956838273530941,-0.0051630236205649,0.0051630236205649,0.0506692262095474,0.1001466052057378,0.0750716332378223,-0.0250749719679155,0.3338533541341654
1354,-0.003838362562159,5704,0.1030855539971949,-0.0092859563255136,0.0092859563255136,0.082324923143377,0.1128602033287237,0.0868710691823899,-0.0259891341463338,0.174789621318373
1355,-0.138476604459806,3036,0.0569828722002635,-0.1569841301902999,0.1569841301902999,0.7310889170228105,0.3030857142857142,0.1440851412198117,-0.1590005730659025,0.2727272727272727
1356,-0.0542645043827542,5074,0.0859282617264485,-0.1046686101846546,0.1046686101846546,0.5419267702807135,0.317909746481175,0.0504807692307692,-0.2674289772504057,0.0798186834844304
1357,-0.0775214269329475,688,0.0479651162790697,-0.093853830141213,0.093853830141213,0.6571525171809006,0.1379350894761077,0.1159420289855072,-0.0219930604906005,0.4156976744186046
1358,-0.0499301675977653,2864,0.0467877094972067,-0.0829718004338394,0.0829718004338394,0.6198246665910453,0.2215239591516103,0.1681260945709282,-0.0533978645806821,0.0
1359,-0.1276009272409684,2917,0.060335961604388,-0.1456203115995618,0.1456203115995618,0.7080785524247966,0.3326044907075058,0.1159183673469387,-0.216686123360567,0.1319849160095989
1360,0.0195370072633405,4557,0.1742374369102479,0.016328754105421,-0.016328754105421,-0.1023888362620626,0.1502220008939263,0.1586620926243567,0.0084400917304304,0.1127935044985736
1361,-0.0383593452721937,3121,0.1983338673502082,-0.0440919141435967,0.0440919141435967,0.1808991719030188,0.275171375461664,0.1908768821966341,-0.0842944932650298,0.2800384492149952
1362,0.0119352088661551,391,0.3145780051150895,0.0223214285714285,-0.0223214285714285,-0.0790838921928381,0.4482758620689655,0.1538461538461538,-0.2944297082228116,0.0613810741687979
1363,0.1792397660818713,684,0.4619883040935672,0.2457374213836478,-0.2457374213836478,-1.213923431225582,0.0777027027027027,0.0821917808219178,0.0044890781192151,0.0146198830409356
1364,0.0,373,0.2359249329758713,,,,,,,0.0
1365,-0.0263248697916666,5120,0.037890625,-0.0329203409758965,0.0329203409758965,0.4700407709231767,0.1078269824922759,0.0801950690869683,-0.0276319134053076,0.0271484375
1366,-0.037840365792173,2905,0.1321858864027538,-0.0483340754416785,0.0483340754416785,0.2686783116374787,0.3025053015505632,0.151313210505684,-0.1511920910448791,0.1569707401032702
1367,0.0752257036643653,807,0.2453531598513011,0.0988133727990285,-0.0988133727990285,-0.6672599734216342,0.1832375478927203,0.0916666666666666,-0.0915708812260536,0.0198265179677819
1368,-0.0643791440626883,790,0.0924050632911392,-0.0693511932985617,0.0693511932985617,0.4186432366006686,0.2494037478705281,0.1447811447811448,-0.1046226030893833,0.0683544303797468
1369,-0.0536155202821869,540,0.1962962962962963,-0.0591386554621848,0.0591386554621848,0.2295597997162102,0.2710970464135021,0.3037037037037037,0.0326066572902016,0.0333333333333333
1370,0.0022238858552052,811,0.3279901356350185,0.0148451648232989,-0.0148451648232989,-0.0498629305994564,0.2657569631626235,0.3021346469622332,0.0363776837996096,0.0702836004932182
1371,-0.0650751435325903,564,0.1117021276595744,-0.0690941367602497,0.0690941367602497,0.3779862125604047,0.1285641025641025,0.1546391752577319,0.0260750726936294,0.0602836879432624
1372,0.1587389380530973,452,0.3606194690265487,0.1797922605849435,-0.1797922605849435,-0.9965786024533284,0.1183993399339933,0.250996015936255,0.1325966760022616,0.0464601769911504
1373,0.0025779852970395,719,0.3059805285118219,0.0133138033633491,-0.0133138033633491,-0.0459557305721498,0.297470005216484,0.2845070422535211,-0.0129629629629628,0.1154381084840055
1374,0.0056612445294698,941,0.3071200850159405,0.0045069070593014,-0.0045069070593014,-0.0158343388366397,0.3730320192761507,0.1958762886597938,-0.1771557306163569,0.1615302869287991
1375,0.0,531,0.064030131826742,,,,,,,0.0
1376,-0.0759670735934135,653,0.1286370597243491,-0.0832792875556129,0.0832792875556129,0.3911361838558578,0.2237156150935678,0.1754684838160136,-0.0482471312775542,0.4012251148545176
1377,-0.0580665229250134,636,0.1383647798742138,-0.0636470411015559,0.0636470411015559,0.313513965815579,0.2107447111525415,0.1332149200710479,-0.0775297910814935,0.3789308176100629
1378,-0.0313143351746292,408,0.1715686274509804,-0.0305452270928461,0.0305452270928461,0.1519070551853314,0.2218035167283287,0.1787709497206704,-0.0430325670076583,0.4240196078431372
1379,0.0954338948618124,437,0.2929061784897025,0.1131286722345211,-0.1131286722345211,-0.6257895386322634,0.2049610322337594,0.119106699751861,-0.0858543324818984,0.425629290617849
1380,0.0,436,0.0802752293577981,,,,,,,0.0
1381,-0.0427489311871878,413,0.1598062953995157,-0.038990270152786,0.038990270152786,0.1951498517755017,0.2186073600252705,0.175531914893617,-0.0430754451316534,0.4188861985472155
1382,-0.1388685081084131,421,0.0641330166270783,-0.1501732939666289,0.1501732939666289,0.6974867274095495,0.2295685305323859,0.1465968586387434,-0.0829716718936424,0.4560570071258907
1383,-0.0496434690440999,634,0.1466876971608832,-0.0491425975613528,0.0491425975613528,0.2496698876090294,0.2170189701897019,0.173076923076923,-0.0439420471127788,0.3864353312302839
1384,0.0840666725440388,729,0.3113854595336077,0.0839880775812268,-0.0839880775812268,-0.370106838566242,0.2787484727815738,0.2797527047913447,0.0010042320097708,0.2441700960219478
1385,0.0631431450112768,455,0.2945054945054945,0.0641794681204021,-0.0641794681204021,-0.2774416226454413,0.2856034701114488,0.3341523341523341,0.0485488640408853,0.2461538461538461
1386,0.1080728122139165,978,0.4233128834355828,0.2008298049755539,-0.2008298049755539,-0.9070263803379484,0.2387919896640827,0.25,0.0112080103359173,0.1063394683026584
1387,-0.0002808017971315,3858,0.208398133748056,-0.0091443500979751,0.0091443500979751,0.0386173872027495,0.2983333333333333,0.1973051010587103,-0.101028232274623,0.0059616381544841
1388,0.018239625167336,498,0.1867469879518072,0.0160590277777777,-0.0160590277777777,-0.0917422093507627,0.1536796536796536,0.1233766233766233,-0.0303030303030302,0.0
1389,-0.0027583527583527,858,0.1363636363636363,-0.0398148148148148,0.0398148148148148,0.2167713314512876,0.18,0.2162162162162162,0.0362162162162162,0.0023310023310023
1390,-0.0008333333333333,400,0.155,-0.0625,0.0625,0.984251968503937,0.0,0.0,0.0,0.0
1391,0.0026422764227642,410,0.0902439024390243,0.0200191570881226,-0.0200191570881226,-0.2979584854014598,0.0948717948717948,0.056910569105691,-0.0379612257661038,0.0
1392,-0.0032894736842105,456,0.087719298245614,-0.0618448637316561,0.0618448637316561,0.3934539925577177,0.1428571428571428,0.15625,0.0133928571428571,0.0
1393,-0.0079812963560141,443,0.0722347629796839,0.0025103980986333,-0.0025103980986333,-0.0330186467434627,0.1021582733812949,0.0826446280991735,-0.0195136452821214,0.0022573363431151
1394,-0.0110430586488492,898,0.1492204899777283,-0.0264423076923076,0.0264423076923076,0.1584649072259997,0.189873417721519,0.1842105263157894,-0.0056628914057295,0.0011135857461024
1395,0.0867255216693418,445,0.4089887640449438,0.1607098177289657,-0.1607098177289657,-0.6871920785071521,0.1472222222222222,0.1129707112970711,-0.034251510925151,0.0134831460674157
1396,0.0147533425541724,723,0.2019363762102351,0.0111917725347852,-0.0111917725347852,-0.0639799690821122,0.1666666666666666,0.134575569358178,-0.0320910973084886,0.0069156293222683
1397,0.0,1478,0.8119079837618404,0.0,-0.0,-0.0,0.6666666666666666,0.4,-0.2666666666666666,0.0
1398,-0.0049242424242424,616,0.1623376623376623,-0.0067365269461077,0.0067365269461077,0.0402379703371643,0.1382783882783882,0.1820728291316526,0.0437944408532643,0.0211038961038961
1399,0.0746124031007751,774,0.4005167958656331,0.1852363413136893,-0.1852363413136893,-0.8563223120560532,0.0980392156862745,0.1723076923076923,0.0742684766214177,0.003875968992248
1400,-0.0316748232735182,613,0.1239804241435562,-0.0389105058365758,0.0389105058365758,0.2311764569896202,0.1997455470737913,0.1836734693877551,-0.0160720776860362,0.0261011419249592
1401,0.0130739795918367,784,0.1658163265306122,0.0102790014684287,-0.0102790014684287,-0.0720305409493625,0.1242937853107344,0.1035353535353535,-0.0207584317753809,0.0
1402,-0.0384078212290502,358,0.1815642458100558,-0.0264102564102564,0.0264102564102564,0.1282849669946444,0.4195402298850574,0.2059925093632958,-0.2135477205217615,0.1089385474860335
1403,-0.0837936924551097,381,0.0524934383202099,-0.0844517842224609,0.0844517842224609,0.6115999949870377,0.2468297101449275,0.1661631419939577,-0.0806665681509698,0.0866141732283464
1404,0.0040322580645161,558,0.1397849462365591,0.0024801587301587,-0.0024801587301587,-0.0140049745669661,,0.125,,0.0
1405,-0.0099653379549393,577,0.1507798960138648,-0.0088495575221238,0.0088495575221238,0.0575937338017623,0.1858974358974359,0.1319444444444444,-0.0539529914529914,0.0034662045060658
1406,0.1034525931584755,374,0.2406417112299465,0.1266844919786096,-0.1266844919786096,-1.102014234544355,0.0657894736842105,0.0527950310559006,-0.0129944426283098,0.0240641711229946
1407,0.0468066491688538,381,0.1627296587926509,0.0896100427350427,-0.0896100427350427,-0.9524647687398508,0.3333333333333333,0.0193236714975845,-0.3140096618357488,0.0026246719160104
1408,-0.027511961722488,418,0.1004784688995215,-0.0516717325227963,0.0516717325227963,0.3591878129687929,0.1775362318840579,0.0754716981132075,-0.1020645337708504,0.0
1409,-0.0586560364464692,878,0.0706150341685649,-0.0892857142857142,0.0892857142857142,0.5589784358541191,0.2679045092838196,0.2868217054263566,0.0189171961425369,0.0
1410,-0.0321691176470588,544,0.1011029411764705,-0.0513484358144552,0.0513484358144552,0.3349117338718189,0.2612612612612612,0.1301369863013698,-0.1311242749598914,0.0919117647058823
1411,-0.1056215360253364,842,0.0902612826603325,-0.1267179319371727,0.1267179319371727,0.5991743848888916,0.3535007610350075,0.2100538599640933,-0.1434469010709141,0.0629453681710213
1412,-0.0098752598752598,481,0.1122661122661122,-0.0049395629939562,0.0049395629939562,0.0415402539722256,0.1324884792626728,0.071875,-0.0606134792626728,0.0914760914760914
1413,-0.0050784856879039,722,0.0803324099722991,-0.0126705653021442,0.0126705653021442,0.1249687578105473,0.0964912280701754,0.1118012422360248,0.0153100141658494,0.0069252077562326
1414,0.0029239766081871,456,0.1578947368421052,-0.0045766590389016,0.0045766590389016,0.0296573097854293,0.147982062780269,0.1441860465116279,-0.0037960162686411,0.0021929824561403
1415,-0.0385583524027459,437,0.1464530892448512,-0.0489642184557438,0.0489642184557438,0.2539356538215223,0.1698369565217391,0.2287581699346405,0.0589212134129013,0.0091533180778032
1416,0.0192697768762677,493,0.0953346855983772,0.0247319688109161,-0.0247319688109161,-0.3617197188921042,0.0581196581196581,0.0149253731343283,-0.0431942849853297,0.0
1417,-0.002061855670103,485,0.1608247422680412,-0.0091743119266055,0.0091743119266055,0.0602083207899331,0.1348837209302325,0.1576576576576576,0.022773936727425,0.0
1418,0.156003937007874,508,0.3799212598425197,0.1802275838466803,-0.1802275838466803,-0.8982222320769164,0.0958702064896755,0.1275362318840579,0.0316660253943824,0.0196850393700787
1419,0.0198419622603883,521,0.1880998080614203,0.0401641387419165,-0.0401641387419165,-0.332385918582011,0.1366120218579234,0.1139240506329113,-0.022687971225012,0.0057581573896353
1420,-0.0588337731273713,1359,0.0883002207505518,-0.083566662708309,0.083566662708309,0.4818876028393328,0.2405089695452649,0.1669218989280245,-0.0735870706172404,0.0448859455481972
1421,0.0692452754952755,444,0.2184684684684684,0.085919733453747,-0.085919733453747,-0.6471450927852869,0.1327235772357723,0.1094674556213017,-0.0232561216144705,0.1238738738738738
1422,-0.0473661543770239,460,0.1065217391304347,-0.0470938558066146,0.0470938558066146,0.3075483400302169,0.1712224753227031,0.1359773371104816,-0.0352451382122215,0.1565217391304348
1423,-0.0491769377119695,471,0.0870488322717622,-0.0394923371647509,0.0394923371647509,0.3117014681645675,0.1617718446601941,0.1666666666666666,0.0048948220064724,0.0509554140127388
1424,0.0076211270534414,458,0.1899563318777292,0.0007413368031776,-0.0007413368031776,-0.0039395482238915,0.1988636363636363,0.1046931407942238,-0.0941704955694125,0.0676855895196506
1425,0.0294680851063829,470,0.1446808510638297,0.0257409545804465,-0.0257409545804465,-0.2091654338286579,0.086021505376344,0.0909090909090909,0.0048875855327468,0.0
1426,0.0289099198673666,470,0.1617021276595744,0.0392437591776798,-0.0392437591776798,-0.3202286234662577,0.1393028846153846,0.0643776824034334,-0.0749252022119511,0.0574468085106383
1427,-0.0767150928167877,472,0.1101694915254237,-0.0984766072731061,0.0984766072731061,0.4764283701429214,0.2624521072796935,0.1993464052287581,-0.0631057020509353,0.097457627118644
1428,-0.0381212264970226,471,0.1167728237791932,-0.0306119420702754,0.0306119420702754,0.2082493808038284,0.1541950113378684,0.1643059490084986,0.0101109376706301,0.1316348195329087
1429,0.0582030892971392,521,0.2898272552783109,0.070636129649332,-0.070636129649332,-0.3522892675428157,0.1656050955414012,0.1575091575091575,-0.0080959380322437,0.0019193857965451
1430,-0.009208103130755,543,0.0865561694290976,-0.1084905660377358,0.1084905660377358,0.3884347767344457,0.1428571428571428,0.4081632653061224,0.2653061224489796,0.0
1431,0.0714939660873117,541,0.2513863216266174,0.0823446047609433,-0.0823446047609433,-0.4771044569499156,0.1794077134986225,0.1378299120234604,-0.0415778014751621,0.0240295748613678
1432,-0.0631746778167602,922,0.140997830802603,-0.0718618681254885,0.0718618681254885,0.3434661003731681,0.2495691609977324,0.2583222370173103,0.0087530760195778,0.0238611713665943
1433,-0.0805341055341055,518,0.0888030888030888,-0.0832241868587644,0.0832241868587644,0.4933161325050366,0.0983072916666666,0.2253521126760563,0.1270448210093896,0.0096525096525096
1434,-0.0040548098434004,596,0.1258389261744966,-0.0555555555555555,0.0555555555555555,0.2952970066208698,0.3666666666666666,0.1666666666666666,-0.1999999999999999,0.0
1435,0.0009671179883945,517,0.0967117988394584,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
1436,-0.0074740744279141,2167,0.2224273188740193,-0.0070799133275981,0.0070799133275981,0.030572792897073,0.2176191473944282,0.2230729964267483,0.00545384903232,0.1324411628980157
1437,-0.0588485663082437,744,0.0443548387096774,-0.1422168359495229,0.1422168359495229,0.6965995614428516,0.3333333333333333,0.2985915492957746,-0.0347417840375586,0.0013440860215053
1438,-0.0461854460093896,710,0.0690140845070422,-0.0482918263090676,0.0482918263090676,0.4133846431363116,0.0712797619047619,0.1275862068965517,0.0563064449917898,0.0253521126760563
1439,-0.0503961412151067,1160,0.0939655172413793,-0.0582295742914739,0.0582295742914739,0.4026706399351201,0.1138349514563106,0.2211668928086838,0.1073319413523731,0.0163793103448275
1440,-0.0807593567572559,3108,0.119047619047619,-0.0836906972453208,0.0836906972453208,0.4109927736742222,0.1892602527892162,0.276258020938872,0.0869977681496558,0.2249034749034749
1441,-0.0308028747930405,969,0.109391124871001,-0.0355405448706884,0.0355405448706884,0.2435423711220325,0.1129193376449139,0.1751351351351351,0.0622157974902211,0.217750257997936
1442,-0.0351430976430976,792,0.0568181818181818,-0.0368852459016393,0.0368852459016393,0.4107588389216819,0.1183098591549295,0.1372031662269129,0.0188933070719833,0.0012626262626262
1443,-0.0686949739435927,543,0.0405156537753222,-0.0899422072005361,0.0899422072005361,0.6834117390133934,0.1109705854172655,0.1143410852713178,0.0033704998540523,0.1583793738489871
1444,-0.007922450527269,2820,0.1241134751773049,-0.008883038765915,0.008883038765915,0.0666546900792047,0.1499140743541639,0.0970815961882072,-0.0528324781659566,0.0524822695035461
1445,0.0,929,0.131324004305705,0.0,-0.0,-0.0,0.0,,,0.0
1446,-0.0474090280363343,542,0.062730627306273,-0.0606477710326989,0.0606477710326989,0.4876069465648999,0.1029229385591214,0.1100569259962049,0.0071339874370834,0.1531365313653136
1447,-0.0514822964914292,1417,0.086803105151729,-0.056563472652485,0.056563472652485,0.393395937883806,0.1707583618586854,0.1601503759398496,-0.0106079859188358,0.1079745942131263
1448,-0.013301749271137,686,0.0379008746355685,-0.0222924346147094,0.0222924346147094,0.4181799622650207,0.0734463276836158,0.0395189003436426,-0.0339274273399732,0.0072886297376093
1449,-0.0312770248144397,882,0.0623582766439909,-0.0295301368245367,0.0295301368245367,0.3179097986697995,0.0853569591416813,0.0836550836550836,-0.0017018754865976,0.1723356009070294
1450,-0.0316838188865368,883,0.0645526613816534,-0.0359442342696715,0.0359442342696715,0.3578809162693556,0.085309661436829,0.100263852242744,0.0149541908059149,0.146092865232163
1451,-0.0469317514412451,632,0.0363924050632911,-0.0547699011638602,0.0547699011638602,0.5942765910053238,0.0725090684572046,0.0882882882882882,0.0157792198310836,0.1598101265822784
1452,-0.0181386980700032,1019,0.0,-0.0193655145674088,0.0193655145674088,0.9508973860351012,0.0004301075268817,0.0321384425216316,0.0317083349947499,0.0
1453,-0.0755506371562709,1775,0.2338028169014084,-0.069652738565782,0.069652738565782,0.2292307006165841,0.1894028103044496,0.387685290763968,0.1982824804595184,0.0794366197183098
1454,-0.0176129782441758,18,0.2222222222222222,-0.0357749285978951,0.0357749285978951,0.1381286569547711,0.252501909854851,0.1764705882352941,-0.0760313216195569,0.6111111111111112
1455,-0.1287240893552869,18,0.1111111111111111,-0.1238043214350403,0.1238043214350403,0.5247826312118047,0.2542211328976034,0.2941176470588235,0.03989651416122,0.4444444444444444
1456,0.0258821998563676,1567,0.2782386726228462,0.0169296989489665,-0.0169296989489665,-0.0645410590108699,0.1997097431987956,0.3785166240409207,0.1788068808421251,0.4798978940650925
1457,-0.1307474468991976,1031,0.0620756547041707,-0.1481225114001188,0.1481225114001188,0.7175269720488912,0.1904576026909658,0.1402061855670103,-0.0502514171239554,0.4820562560620756
1458,-0.045011713981599,2124,0.1930320150659133,-0.0644174374857995,0.0644174374857995,0.2521855896193173,0.222604944454342,0.6511024643320363,0.4284975198776942,0.1770244821092278
1459,-0.1568060383585008,2335,0.0668094218415417,-0.1877148716558682,0.1877148716558682,0.7447490337262859,0.2499633167220376,0.4802887284841755,0.2303254117621378,0.1057815845824411
1460,0.00521671034005,527,0.1442125237191651,0.0084366275823562,-0.0084366275823562,-0.0657868957380018,0.1228947368421052,0.2702702702702703,0.147375533428165,0.0
1461,-0.0902557745642852,846,0.0520094562647754,-0.096472134382101,0.096472134382101,0.6499941604208959,0.1114798109965635,0.2045801526717557,0.0931003416751921,0.1784869976359338
1462,0.0,787,0.144853875476493,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
1463,-0.0943084803642572,502,0.0338645418326693,-0.104810606060606,0.104810606060606,0.74966133839068,0.1643639291465378,0.1212871287128712,-0.0430768004336665,0.0916334661354581
1464,-0.0172124265323257,794,0.0856423173803526,-0.0226014760147601,0.0226014760147601,0.2048769066095798,0.1271844660194174,0.1111111111111111,-0.0160733549083063,0.0
1465,0.0114654335563426,825,0.1793939393939393,0.0194026123460536,-0.0194026123460536,-0.1203074715489167,0.1378921490032601,0.227906976744186,0.0900148277409259,0.1066666666666666
1466,-0.1161667816402227,866,0.0254041570438799,-0.1332540091743494,0.1332540091743494,0.8340048986835698,0.122268444759151,0.2309899569583931,0.108721512199242,0.1662817551963048
1467,-0.0475190476190476,500,0.082,-0.0533861076731938,0.0533861076731938,0.3958367428486133,0.1152534113060429,0.1326259946949602,0.0173725833889173,0.058
1468,0.0185185185185185,540,0.0759259259259259,0.0198019801980198,-0.0198019801980198,-0.3635702599527359,0.022140221402214,0.0447154471544715,0.0225752257522575,0.0
1469,-0.0181818181818181,550,0.0363636363636363,-0.019723865877712,0.019723865877712,0.3635438252081288,0.0687022900763358,0.0733590733590733,0.0046567832827374,0.0
1470,-0.0812130479102956,545,0.0422018348623853,-0.1095035316490084,0.1095035316490084,0.731861316154756,0.1737296747967479,0.1780104712041884,0.0042807964074405,0.0422018348623853
1471,-0.0056085257377962,1026,0.0487329434697855,-0.0205191658023689,0.0205191658023689,0.2916838099709442,0.068954248366013,0.062645011600928,-0.0063092367650849,0.0428849902534113
1472,-0.0243428657927357,526,0.0380228136882129,-0.0282434323858742,0.0282434323858742,0.4275088695969609,0.0730452674897119,0.0562060889929742,-0.0168391784967376,0.0931558935361216
1473,-0.0155368275293622,1178,0.1112054329371816,-0.0188473047617074,0.0188473047617074,0.1439182402756857,0.1562765607408464,0.1013071895424836,-0.0549693711983627,0.1969439728353141
1474,0.0063664972161704,1377,0.1750181554103122,0.035896211397644,-0.035896211397644,-0.3146005340535895,0.1222540592168099,0.0,-0.1222540592168099,0.0
1475,0.2304126917396712,1364,0.5857771260997068,0.2741670404123606,-0.2741670404123606,-0.8634885234803443,0.2086501010927945,0.2052529182879377,-0.0033971828048567,0.1400293255131964
1476,-0.0081865925239419,1079,0.164967562557924,-0.0288461538461538,0.0288461538461538,0.1481711447279295,0.2134986225895316,0.0,-0.2134986225895316,0.0
1477,0.0007390983000739,902,0.1662971175166297,0.5,-0.5,-500.0,0.0,0.0,0.0,0.0
1478,0.0,924,0.0584415584415584,,,,,,,0.0
1479,-0.0174671592775041,812,0.1083743842364532,-0.0273036943390925,0.0273036943390925,0.1992580169637127,0.2104622871046229,0.0615883306320907,-0.1488739564725321,0.1391625615763546
1480,0.1911351178477513,1124,0.4208185053380783,0.2041303929077861,-0.2041303929077861,-0.9274835483474646,0.1862023028788081,0.1332263242375602,-0.0529759786412479,0.1254448398576512
1481,-0.0081326912787586,1869,0.2059925093632958,-0.0066045652903658,0.0066045652903658,0.025865899607443,0.2665019011406844,0.3076923076923077,0.0411904065516233,0.0010700909577314
1482,-0.0420475319926873,547,0.1224862888482632,-0.055168986083499,0.055168986083499,0.3255017418741862,0.2157622739018088,0.1016949152542373,-0.1140673586475715,0.0749542961608775
1483,-0.0327064425379032,1068,0.0786516853932584,-0.0655862052533555,0.0655862052533555,0.4326660539046887,0.1538866843033509,0.1266540642722117,-0.0272326200311392,0.0823970037453183
1484,-0.0856432376287971,554,0.03971119133574,-0.1207103798197372,0.1207103798197372,0.7467955599888683,0.1721549914731733,0.0897009966777408,-0.0824539947954324,0.167870036101083
1485,-0.0805391471162489,2676,0.0347533632286995,-0.1139431770524347,0.1139431770524347,0.7539545206064018,0.1626614720225211,0.1432697862507221,-0.019391685771799,0.1423766816143497
1486,-0.0144971613949716,822,0.0900243309002433,-0.0135483870967741,0.0135483870967741,0.1324503311258278,0.119047619047619,0.1138211382113821,-0.0052264808362369,0.010948905109489
1487,-0.0031362007168458,2046,0.4032258064516129,-0.0163398692810457,0.0163398692810457,0.0542284340997369,0.3118631732168849,0.4318181818181818,0.1199550086012968,0.0
1488,0.0150155605036655,3657,0.5411539513262237,0.0160308936621585,-0.0160308936621585,-0.0303485013505654,0.5301308539944903,0.517353579175705,-0.0127772748187853,0.0464861908668307
1489,0.0765943678314812,2134,0.4765698219306467,0.1444561175961954,-0.1444561175961954,-0.5563349795033518,0.2080984366878573,0.2467532467532467,0.0386548100653894,0.0140581068416119
1490,0.0696175561947374,298,0.3657718120805369,0.0559940823867048,-0.0559940823867048,-0.1845377628189773,0.1854308390022675,0.1867469879518072,0.0013161489495396,0.0134228187919463
1491,0.0398692810457516,255,0.2196078431372549,0.0833333333333333,-0.0833333333333333,-0.7082152974504249,0.1142857142857142,0.0421052631578947,-0.0721804511278195,0.0
1492,-0.0871647509578544,261,0.2452107279693486,-0.1205648926237161,0.1205648926237161,0.3459978134813877,0.3582089552238806,0.4732142857142857,0.1150053304904051,0.003831417624521
1493,0.0555555555555555,237,0.4641350210970464,0.0440528634361233,-0.0440528634361233,-0.1072650626964291,0.3848684210526316,0.3475177304964539,-0.0373506905561776,0.0464135021097046
1494,-0.0917366946778711,238,0.3025210084033613,-0.118942731277533,0.118942731277533,0.2835330315981811,0.4310344827586206,0.4484848484848485,0.0174503657262278,0.0672268907563025
1495,0.1248034769463341,315,0.3174603174603174,0.1431009440813362,-0.1431009440813362,-0.7747899357913238,0.1081534772182254,0.1066176470588235,-0.0015358301594018,0.0444444444444444
1496,0.0849309958970533,383,0.2898172323759791,0.0931177777777777,-0.0931177777777777,-0.4819372721312984,0.1689764492753623,0.2608695652173913,0.0918931159420289,0.0078328981723237
1497,0.06696735395189,388,0.4510309278350515,0.0614268755935422,-0.0614268755935422,-0.1564758491474355,0.3443965517241379,0.3333333333333333,-0.0110632183908045,0.0025773195876288
1498,0.1269946808510638,376,0.351063829787234,0.1721396117306898,-0.1721396117306898,-0.9654343238253208,0.0820895522388059,0.0,-0.0820895522388059,0.0026595744680851
1499,0.0393224232115172,382,0.2670157068062827,0.0142979769692962,-0.0142979769692962,-0.0563472673930521,0.2270840134903116,0.4,0.1729159865096883,0.0104712041884816
1500,0.0833817923370162,737,0.4925373134328358,0.1606280193236715,-0.1606280193236715,-0.5592276771448274,0.1809523809523809,0.1842105263157894,0.0032581453634085,0.0162822252374491
1501,0.0716633631843422,1716,0.1748251748251748,0.0842150662736402,-0.0842150662736402,-0.9604968014458124,0.0815388356369369,0.0711864406779661,-0.0103523949589707,0.1095571095571095
1502,-0.0485291137456,3603,0.1298917568692756,-0.0590815900855422,0.0590815900855422,0.3162260931692071,0.2051973350357675,0.1648721399730821,-0.0403251950626854,0.1087982237024701
1503,0.0677945586091166,577,0.315424610051993,0.045012961781935,-0.045012961781935,-0.1655136203454204,0.3326729231838721,0.2583826429980276,-0.0742902801858444,0.1022530329289428
1504,0.0069260747109785,12162,0.2960039467192896,0.0017720327484767,-0.0017720327484767,-0.0062273707236906,0.1791703587017163,0.2953125,0.1161421412982836,0.0196513731294195
1505,-0.0024891646213208,11214,0.2712680577849117,-0.0093877525144316,0.0093877525144316,0.0329089395625441,0.2967897464644676,0.1681175190424374,-0.1286722274220302,0.0122168717674335
1506,-0.0345773874862788,1822,0.1410537870472008,-0.0662451068955134,0.0662451068955134,0.2848556493996667,0.1720583571202029,0.4594095940959409,0.2873512369757379,0.0203073545554335
1507,0.0462834264356512,427,0.2084309133489461,0.065339812825715,-0.065339812825715,-0.4628318667299811,0.1415525114155251,0.1261538461538461,-0.0153986652616789,0.0889929742388758
1508,-0.0244401041666666,640,0.2609375,-0.0331159420289855,0.0331159420289855,0.1110044020597753,0.263567649281935,0.3409742120343839,0.0774065627524489,0.0546875
1509,0.0363372093023255,602,0.3322259136212624,0.044849902534113,-0.044849902534113,-0.1521642802817367,0.2943986254295532,0.2153284671532846,-0.0790701582762685,0.0780730897009966
1510,0.0084876543209876,432,0.2962962962962963,0.1696428571428571,-0.1696428571428571,-1.4490543014032946,0.0892857142857142,,,0.0
1511,0.1890142021720969,399,0.4010025062656641,0.2107085346215781,-0.2107085346215781,-1.0906802477265338,0.0855072463768115,,,0.0
1512,-0.0033333333333333,1230,0.1821138211382114,-0.0043859649122807,0.0043859649122807,0.0250660071521673,0.1730587121212121,0.1943661971830985,0.0213074850618864,0.0024390243902439
1513,0.0065686274509803,1190,0.1831932773109243,0.0166666666666666,-0.0166666666666666,-0.0962829667771192,0.1648809523809523,0.1784511784511784,0.013570226070226,0.0050420168067226
1514,-0.0079487179487179,650,0.1446153846153846,-0.0345781466113416,0.0345781466113416,0.2053843562843504,0.1695906432748538,0.1675126903553299,-0.0020779529195238,0.003076923076923
1515,-0.0015686274509803,425,0.2094117647058823,-0.0088888888888888,0.0088888888888888,0.038295835327908,0.4666666666666667,0.2047619047619047,-0.2619047619047619,0.0
